manuscript_id,book,chapter_number,verse_number
31542,B02,1,1
31542,B02,1,2
31542,B02,1,3
31542,B02,1,4
31542,B02,1,5
31542,B02,1,6
31542,B02,1,6
31542,B02,1,7
31542,B02,1,8
31542,B02,1,9
31542,B02,1,10
31542,B02,1,11
31542,B02,1,12
31542,B02,1,13
31542,B02,1,14
31542,B02,1,14
31542,B02,1,15
31542,B02,1,16
31542,B02,1,17
31542,B02,1,18
31542,B02,1,19
31542,B02,1,20
31542,B02,1,21
31542,B02,1,22
31542,B02,1,22
31542,B02,1,23
31542,B02,1,24
31542,B02,1,25
31542,B02,1,26
31542,B02,1,27
31542,B02,1,28
31542,B02,1,29
31542,B02,1,30
31542,B02,1,31
31542,B02,1,31
31542,B02,1,32
31542,B02,1,33
31542,B02,1,34
31542,B02,1,35
31542,B02,1,36
31542,B02,1,37
31542,B02,1,38
31542,B02,1,39
31542,B02,1,40
31542,B02,1,40
31542,B02,1,41
31542,B02,1,42
31542,B02,1,43
31542,B02,1,44
31542,B02,1,45
31542,B02,2,1
31542,B02,2,2
31542,B02,2,3
31542,B02,2,3
31542,B02,2,4
31542,B02,2,5
31542,B02,2,6
31542,B02,2,7
31542,B02,2,8
31542,B02,2,9
31542,B02,2,10
31542,B02,2,11
31542,B02,2,11
31542,B02,2,12
31542,B02,2,13
31542,B02,2,14
31542,B02,2,15
31542,B02,2,16
31542,B02,2,17
31542,B02,2,17
31542,B02,2,18
31542,B02,2,19
31542,B02,2,20
31542,B02,2,21
31542,B02,2,22
31542,B02,2,23
31542,B02,2,23
31542,B02,2,24
31542,B02,2,25
31542,B02,2,26
31542,B02,2,27
31542,B02,2,28
31542,B02,3,1
31542,B02,3,2
31542,B02,3,3
31542,B02,3,4
31542,B02,3,4
31542,B02,3,5
31542,B02,3,6
31542,B02,3,7
31542,B02,3,8
31542,B02,3,9
31542,B02,3,10
31542,B02,3,10
31542,B02,3,11
31542,B02,3,12
31542,B02,3,13
31542,B02,3,14
31542,B02,3,15
31542,B02,3,16
31542,B02,3,17
31542,B02,3,18
31542,B02,3,19
31542,B02,3,20
31542,B02,3,21
31542,B02,3,22
31542,B02,3,23
31542,B02,3,24
31542,B02,3,25
31542,B02,3,26
31542,B02,3,27
31542,B02,3,28
31542,B02,3,29
31542,B02,3,29
31542,B02,3,30
31542,B02,3,31
31542,B02,3,32
31542,B02,3,33
31542,B02,3,34
31542,B02,3,35
31542,B02,4,1
31542,B02,4,2
31542,B02,4,3
31542,B02,4,4
31542,B02,4,5
31542,B02,4,6
31542,B02,4,7
31542,B02,4,8
31542,B02,4,9
31542,B02,4,10
31542,B02,4,11
31542,B02,4,12
31542,B02,4,13
31542,B02,4,13
31542,B02,4,14
31542,B02,4,15
31542,B02,4,16
31542,B02,4,17
31542,B02,4,18
31542,B02,4,19
31542,B02,4,20
31542,B02,4,21
31542,B02,4,21
31542,B02,4,22
31542,B02,4,23
31542,B02,4,24
31542,B02,4,25
31542,B02,4,26
31542,B02,4,27
31542,B02,4,28
31542,B02,4,29
31542,B02,4,30
31542,B02,4,31
31542,B02,4,31
31542,B02,4,32
31542,B02,4,33
31542,B02,4,34
31542,B02,4,35
31542,B02,4,36
31542,B02,4,37
31542,B02,4,38
31542,B02,4,39
31542,B02,4,39
31542,B02,4,40
31542,B02,4,41
31542,B02,5,1
31542,B02,5,2
31542,B02,5,3
31542,B02,5,4
31542,B02,5,5
31542,B02,5,6
31542,B02,5,7
31542,B02,5,7
31542,B02,5,8
31542,B02,5,9
31542,B02,5,10
31542,B02,5,11
31542,B02,5,12
31542,B02,5,13
31542,B02,5,14
31542,B02,5,15
31542,B02,5,15
31542,B02,5,16
31542,B02,5,17
31542,B02,5,18
31542,B02,5,19
31542,B02,5,20
31542,B02,5,21
31542,B02,5,22
31542,B02,5,23
31542,B02,5,23
31542,B02,5,24
31542,B02,5,25
31542,B02,5,26
31542,B02,5,27
31542,B02,5,28
31542,B02,5,29
31542,B02,5,30
31542,B02,5,31
31542,B02,5,32
31542,B02,5,33
31542,B02,5,33
31542,B02,5,34
31542,B02,5,35
31542,B02,5,36
31542,B02,5,37
31542,B02,5,38
31542,B02,5,39
31542,B02,5,40
31542,B02,5,40
31542,B02,5,41
31542,B02,5,42
31542,B02,5,43
31542,B02,6,1
