manuscript_id,book,chapter_number,verse_number
10060,B04,16,29
10060,B04,16,30
10060,B04,16,32
10060,B04,16,33
10060,B04,17,1
10060,B04,17,2
10060,B04,17,3
10060,B04,17,4
10060,B04,17,5
10060,B04,17,6
10060,B04,17,8
10060,B04,17,9
10060,B04,17,11
10060,B04,17,12
10060,B04,17,13
10060,B04,17,14
10060,B04,17,15
10060,B04,17,18
10060,B04,17,19
10060,B04,17,20
10060,B04,17,21
10060,B04,17,22
10060,B04,17,23
10060,B04,17,24
10060,B04,17,25
10060,B04,18,1
10060,B04,18,2
10060,B04,18,4
10060,B04,18,5
10060,B04,18,7
10060,B04,18,8
10060,B04,18,9
10060,B04,18,10
10060,B04,18,11
10060,B04,18,12
10060,B04,18,13
10060,B04,18,14
10060,B04,18,15
10060,B04,18,16
10060,B04,18,18
10060,B04,18,19
10060,B04,18,20
10060,B04,18,23
10060,B04,18,24
10060,B04,18,25
10060,B04,18,26
10060,B04,18,27
10060,B04,18,28
10060,B04,18,29
10060,B04,18,31
10060,B04,18,32
10060,B04,18,33
10060,B04,18,34
10060,B04,18,35
10060,B04,18,36
10060,B04,18,37
10060,B04,18,39
10060,B04,18,40
10060,B04,19,2
10060,B04,19,3
10060,B04,19,5
10060,B04,19,6
10060,B04,19,7
10060,B04,19,8
10060,B04,19,10
10060,B04,19,11
10060,B04,19,12
10060,B04,19,13
10060,B04,19,14
10060,B04,19,15
10060,B04,19,16
10060,B04,19,17
10060,B04,19,18
10060,B04,19,20
10060,B04,19,23
10060,B04,19,24
10060,B04,19,25
10060,B04,19,26
