manuscript_id,book,chapter_number,verse_number
31129,B01,20,23
31129,B01,20,24
31129,B01,20,25
31129,B01,20,26
31129,B01,20,27
31129,B01,20,28
31129,B01,20,29
31129,B01,20,30
31129,B01,20,30
31129,B01,20,31
31129,B01,20,32
31129,B01,20,33
31129,B01,20,34
31129,B01,21,1
31129,B01,21,2
31129,B01,21,3
31129,B01,21,3
31129,B01,21,4
31129,B01,21,5
31129,B01,21,6
31129,B01,21,7
31129,B01,21,8
31129,B01,21,9
31129,B01,21,10
31129,B01,21,10
31129,B01,21,11
31129,B01,21,12
31129,B01,21,13
31129,B01,21,14
31129,B01,21,15
31129,B01,21,16
31129,B01,21,16
31129,B01,21,17
31129,B01,21,18
31129,B01,21,19
31129,B01,21,20
31129,B01,21,21
31129,B01,21,22
31129,B01,21,23
31129,B01,21,23
31129,B01,21,24
31129,B01,21,25
31129,B01,21,26
31129,B01,21,27
31129,B01,21,28
31129,B01,21,29
31129,B01,21,29
31129,B01,21,30
31129,B01,21,31
31129,B01,21,32
31129,B01,21,33
31129,B01,21,34
31129,B01,21,35
31129,B01,21,36
31129,B01,21,36
31129,B01,21,37
31129,B01,21,38
31129,B01,21,39
31129,B01,21,40
31129,B01,21,41
31129,B01,21,42
31129,B01,21,43
31129,B01,21,43
31129,B01,21,44
31129,B01,21,45
31129,B01,21,46
31129,B01,22,1
31129,B01,22,2
31129,B01,22,3
31129,B01,22,4
31129,B01,22,5
31129,B01,22,6
31129,B01,22,6
31129,B01,22,7
31129,B01,22,8
31129,B01,22,9
31129,B01,22,10
31129,B01,22,11
31129,B01,22,12
31129,B01,22,13
31129,B01,22,13
31129,B01,22,14
31129,B01,22,15
31129,B01,22,16
31129,B01,22,17
31129,B01,22,18
31129,B01,22,19
31129,B01,22,20
31129,B01,22,21
31129,B01,22,22
31129,B01,22,23
31129,B01,22,24
31129,B01,22,25
31129,B01,22,26
31129,B01,22,27
31129,B01,22,28
31129,B01,22,29
31129,B01,22,30
31129,B01,22,30
31129,B01,22,31
31129,B01,22,32
31129,B01,22,33
31129,B01,22,34
31129,B01,22,35
31129,B01,22,36
31129,B01,22,37
31129,B01,22,38
31129,B01,22,39
31129,B01,22,40
31129,B01,22,40
31129,B01,22,41
31129,B01,22,42
31129,B01,22,43
31129,B01,22,44
31129,B01,22,45
31129,B01,22,46
31129,B01,23,1
31129,B01,23,2
31129,B01,23,3
31129,B01,23,4
31129,B01,23,4
31129,B01,23,5
31129,B01,23,6
31129,B01,23,7
