manuscript_id,book,chapter_number,verse_number
32586,B01,5,25
32586,B01,5,26
32586,B01,5,27
32586,B01,5,28
32586,B01,5,29
32586,B01,5,30
32586,B01,5,31
32586,B01,5,32
32586,B01,5,32
32586,B01,5,33
32586,B01,5,34
32586,B01,5,35
32586,B01,5,36
32586,B01,5,37
32586,B01,5,38
32586,B01,5,39
32586,B01,5,40
32586,B01,5,41
32586,B01,5,41
32586,B01,5,42
32586,B01,5,43
32586,B01,5,44
32586,B01,5,45
32586,B01,5,46
32586,B01,5,47
32586,B01,5,48
32586,B01,6,1
32586,B01,6,1
32586,B01,6,2
32586,B01,6,3
32586,B01,6,4
32586,B01,6,5
32586,B01,6,6
32586,B01,6,7
32586,B01,6,7
32586,B01,6,8
32586,B01,6,9
32586,B01,6,10
32586,B01,6,11
32586,B01,6,12
32586,B01,6,13
32586,B01,6,14
32586,B01,6,15
32586,B01,6,16
32586,B01,6,16
32586,B01,6,17
32586,B01,6,18
32586,B01,6,19
32586,B01,6,20
32586,B01,6,21
32586,B01,6,22
32586,B01,6,23
32586,B01,6,23
32586,B01,6,24
32586,B01,6,25
32586,B01,6,26
32586,B01,6,27
32586,B01,6,28
32586,B01,6,29
32586,B01,6,30
32586,B01,6,30
32586,B01,6,31
32586,B01,6,32
32586,B01,6,33
32586,B01,6,34
32586,B01,7,1
32586,B01,7,2
32586,B01,7,3
32586,B01,7,4
32586,B01,7,5
32586,B01,7,5
32586,B01,7,6
32586,B01,7,7
32586,B01,7,8
32586,B01,7,9
32586,B01,7,10
32586,B01,7,11
32586,B01,7,12
32586,B01,7,13
32586,B01,7,13
32586,B01,7,14
32586,B01,7,15
32586,B01,7,16
32586,B01,7,17
32586,B01,7,18
32586,B01,7,19
32586,B01,7,20
32586,B01,7,21
32586,B01,7,21
32586,B01,7,22
32586,B01,7,23
32586,B01,7,24
32586,B01,7,25
32586,B01,7,26
32586,B01,7,27
32586,B01,7,27
32586,B01,7,28
32586,B01,7,29
32586,B01,8,1
32586,B01,8,2
32586,B01,8,3
32586,B01,8,4
32586,B01,8,5
32586,B01,8,6
32586,B01,8,7
32586,B01,8,8
32586,B01,8,8
32586,B01,8,9
32586,B01,8,10
32586,B01,8,11
32586,B01,8,12
32586,B01,8,13
32586,B01,8,14
32586,B01,8,15
32586,B01,8,15
32586,B01,8,16
32586,B01,8,17
32586,B01,8,18
32586,B01,8,19
32586,B01,8,20
32586,B01,8,21
32586,B01,8,22
32586,B01,8,23
32586,B01,8,23
32586,B01,8,24
32586,B01,8,25
32586,B01,8,26
32586,B01,8,27
32586,B01,8,28
32586,B01,8,29
32586,B01,8,30
32586,B01,8,31
32586,B01,8,31
32586,B01,8,32
32586,B01,8,33
32586,B01,8,34
32586,B01,9,1
32586,B01,9,2
32586,B01,9,3
32586,B01,9,4
32586,B01,9,4
32586,B01,9,5
32586,B01,9,6
32586,B01,9,7
32586,B01,9,8
32586,B01,9,9
32586,B01,9,10
32586,B01,9,11
32586,B01,9,12
32586,B01,9,12
32586,B01,9,13
32586,B01,9,14
32586,B01,9,15
32586,B01,9,16
32586,B01,9,17
32586,B01,9,18
32586,B01,9,18
32586,B01,9,19
32586,B01,9,20
32586,B01,9,21
32586,B01,9,22
32586,B01,9,23
32586,B01,9,24
32586,B01,9,25
32586,B01,9,26
32586,B01,9,27
32586,B01,9,27
32586,B01,9,28
32586,B01,9,29
32586,B01,9,30
32586,B01,9,31
32586,B01,9,32
32586,B01,9,33
32586,B01,9,34
32586,B01,9,35
32586,B01,9,35
32586,B01,9,36
32586,B01,9,37
32586,B01,9,38
32586,B01,10,1
32586,B01,10,2
32586,B01,10,3
32586,B01,10,4
32586,B01,10,5
32586,B01,10,6
32586,B01,10,7
32586,B01,10,8
32586,B01,10,9
32586,B01,10,10
32586,B01,10,11
32586,B01,10,12
32586,B01,10,12
32586,B01,10,13
32586,B01,10,14
32586,B01,10,15
32586,B01,10,16
32586,B01,10,17
32586,B01,10,18
32586,B01,10,19
32586,B01,10,20
32586,B01,10,20
32586,B01,10,21
32586,B01,10,22
32586,B01,10,23
32586,B01,10,24
32586,B01,10,25
