manuscript_id,book,chapter_number,verse_number
42137,B02,8,11
42137,B02,8,12
42137,B02,8,13
42137,B02,8,14
42137,B02,8,15
42137,B02,8,16
42137,B02,8,17
42137,B02,8,18
42137,B02,8,19
42137,B02,8,20
42137,B02,8,21
42137,B02,8,22
42137,B02,8,23
42137,B02,8,24
42137,B02,8,25
42137,B02,8,26
42137,B02,8,30
42137,B02,8,31
42137,B02,8,32
42137,B02,8,33
42137,B02,8,34
42137,B02,9,10
42137,B02,9,11
42137,B02,9,47
42137,B02,9,48
42137,B02,9,49
42137,B02,9,50
42137,B02,10,1
42137,B02,10,2
42137,B02,10,3
42137,B02,10,4
42137,B02,10,5
42137,B02,10,6
42137,B02,10,6
42137,B02,10,7
42137,B02,10,8
42137,B02,10,9
42137,B02,10,10
42137,B02,10,11
42137,B02,10,11
42137,B02,10,12
42137,B02,10,12
42137,B02,10,13
42137,B02,10,14
42137,B02,10,15
42137,B03,17,16
42137,B03,17,17
42137,B03,17,18
42137,B03,17,19
42137,B03,22,20
42137,B03,22,21
42137,B03,22,22
42137,B03,22,23
42137,B03,22,24
42137,B03,22,25
42137,B03,22,26
42137,B03,22,27
42137,B03,22,28
42137,B03,22,29
42137,B03,22,30
42137,B03,22,30
42137,B03,22,31
42137,B03,22,31
42137,B03,22,32
42137,B03,22,32
42137,B03,22,33
42137,B03,22,33
42137,B03,22,34
42137,B03,22,34
42137,B03,22,35
42137,B03,22,35
42137,B03,22,36
42137,B03,22,36
42137,B03,22,37
42137,B03,22,37
42137,B03,22,38
42137,B03,22,38
42137,B03,22,39
42137,B03,22,40
42137,B03,22,41
42137,B03,22,42
42137,B03,22,43
42137,B03,22,44
