manuscript_id,book,chapter_number,verse_number
20233,B01,2,5
20233,B01,2,6
20233,B01,2,7
20233,B01,2,8
20233,B01,2,9
20233,B01,2,10
20233,B01,2,11
20233,B01,2,11
20233,B01,2,12
20233,B01,2,13
20233,B01,2,14
20233,B01,2,15
20233,B01,2,16
20233,B01,2,17
20233,B01,2,17
20233,B01,2,18
20233,B01,2,19
20233,B01,2,20
20233,B01,2,21
20233,B01,2,22
20233,B01,2,23
20233,B01,3,1
20233,B01,3,1
20233,B01,3,2
20233,B01,3,3
20233,B01,3,4
20233,B01,3,5
20233,B01,3,6
20233,B01,3,7
20233,B01,3,7
20233,B01,3,8
20233,B01,3,9
20233,B01,3,10
20233,B01,3,11
20233,B01,3,12
20233,B01,3,13
20233,B01,3,14
20233,B01,3,14
20233,B01,3,15
20233,B01,3,16
20233,B01,3,17
20233,B01,4,1
20233,B01,4,2
20233,B01,4,3
20233,B01,4,4
20233,B01,4,4
20233,B01,4,5
20233,B01,4,6
20233,B01,4,7
20233,B01,4,8
20233,B01,4,9
20233,B01,4,10
20233,B01,4,11
20233,B01,4,12
20233,B01,4,13
20233,B01,4,14
20233,B01,4,15
20233,B01,4,16
20233,B01,4,17
20233,B01,4,18
20233,B01,4,19
20233,B01,5,20
20233,B01,5,21
20233,B01,5,22
20233,B01,5,23
20233,B01,5,24
20233,B01,5,25
20233,B01,5,26
20233,B01,5,27
20233,B01,5,28
20233,B01,5,29
20233,B01,5,30
20233,B01,5,31
20233,B01,5,32
20233,B01,6,12
20233,B01,6,13
20233,B01,6,14
20233,B01,6,15
20233,B01,6,16
20233,B01,6,17
20233,B01,6,18
20233,B01,6,18
20233,B01,6,19
20233,B01,6,20
20233,B01,6,21
20233,B01,6,22
20233,B01,6,23
20233,B01,6,24
20233,B01,6,25
20233,B01,6,25
20233,B01,6,26
20233,B01,6,27
20233,B01,6,28
20233,B01,6,29
20233,B01,6,30
20233,B01,6,31
20233,B01,6,32
20233,B01,6,32
20233,B01,6,33
20233,B01,6,34
20233,B01,7,1
20233,B01,7,2
20233,B01,7,3
20233,B01,7,4
20233,B01,7,5
20233,B01,8,5
20233,B01,8,6
20233,B01,8,7
20233,B01,8,8
20233,B01,8,9
20233,B01,8,10
20233,B01,8,11
20233,B01,8,12
20233,B01,8,12
20233,B01,8,13
20233,B01,8,14
20233,B01,8,15
20233,B01,8,16
20233,B01,8,17
20233,B01,8,18
20233,B01,8,19
20233,B01,8,20
20233,B01,8,34
20233,B01,9,1
20233,B01,9,2
20233,B01,9,3
