manuscript_id,book,chapter_number,verse_number
32845,B27,1,1
32845,B27,1,2
32845,B27,1,3
32845,B27,1,4
32845,B27,1,5
32845,B27,1,6
32845,B27,1,7
32845,B27,1,8
32845,B27,1,9
32845,B27,1,10
32845,B27,1,11
32845,B27,1,12
32845,B27,1,12
32845,B27,1,13
32845,B27,1,14
32845,B27,1,15
32845,B27,1,16
32845,B27,1,17
32845,B27,1,18
32845,B27,1,19
32845,B27,1,20
32845,B27,2,1
32845,B27,2,2
32845,B27,2,3
32845,B27,2,4
32845,B27,2,5
32845,B27,2,19
32845,B27,2,20
32845,B27,2,21
32845,B27,2,22
32845,B27,2,23
32845,B27,2,24
32845,B27,2,25
32845,B27,2,26
32845,B27,2,27
32845,B27,2,28
32845,B27,2,29
32845,B27,3,1
32845,B27,3,2
32845,B27,3,3
32845,B27,3,4
32845,B27,3,5
32845,B27,22,6
32845,B27,22,7
32845,B27,22,8
32845,B27,22,9
32845,B27,22,10
32845,B27,22,11
32845,B27,22,12
32845,B27,22,13
32845,B27,22,14
32845,B27,22,15
32845,B27,22,16
32845,B27,22,17
32845,B27,22,18
32845,B27,22,19
32845,B27,22,20
32845,B27,22,21
