manuscript_id,book,chapter_number,verse_number
20022,B02,5,20
20022,B02,5,21
20022,B02,5,22
20022,B02,5,23
20022,B02,5,24
20022,B02,5,24
20022,B02,5,25
20022,B02,5,26
20022,B02,5,27
20022,B02,5,28
20022,B02,5,29
20022,B02,5,29
20022,B02,5,30
20022,B02,5,31
20022,B02,5,32
20022,B02,5,33
20022,B02,5,33
20022,B02,5,34
20022,B02,5,35
20022,B02,5,36
20022,B02,5,37
20022,B02,5,37
20022,B02,5,38
20022,B02,5,39
20022,B02,5,40
20022,B02,5,41
20022,B02,5,41
20022,B02,5,42
20022,B02,5,43
20022,B02,6,1
20022,B02,6,2
20022,B02,6,2
20022,B02,6,3
20022,B02,6,4
20022,B02,6,5
20022,B02,6,6
20022,B02,6,7
20022,B02,6,8
20022,B02,6,8
20022,B02,6,9
20022,B02,6,10
20022,B02,6,11
20022,B02,6,11
20022,B02,6,12
20022,B02,6,13
20022,B02,6,14
20022,B02,6,15
20022,B02,6,16
20022,B02,6,17
20022,B02,6,18
20022,B02,6,19
20022,B02,6,20
20022,B02,6,20
20022,B02,6,21
20022,B02,6,22
20022,B02,6,22
20022,B02,6,23
20022,B02,6,24
20022,B02,6,25
20022,B02,6,26
20022,B02,6,26
20022,B02,6,27
20022,B02,6,28
20022,B02,6,29
20022,B02,6,30
20022,B02,6,30
20022,B02,6,31
20022,B02,6,32
20022,B02,6,33
20022,B02,6,33
20022,B02,6,34
20022,B02,6,35
20022,B02,6,36
20022,B02,6,37
20022,B02,6,37
20022,B02,6,38
20022,B02,6,39
20022,B02,6,40
20022,B02,6,41
20022,B02,6,41
20022,B02,6,42
20022,B02,6,43
20022,B02,6,44
20022,B02,6,45
20022,B02,6,45
20022,B02,6,46
20022,B02,6,47
20022,B02,6,48
20022,B02,6,49
20022,B02,6,49
20022,B02,6,50
20022,B02,6,51
20022,B02,6,52
20022,B02,6,53
20022,B02,6,53
20022,B02,6,54
20022,B02,6,55
20022,B02,6,56
20022,B02,7,1
20022,B02,7,2
20022,B02,7,3
20022,B02,7,4
20022,B02,7,20
20022,B02,7,21
20022,B02,7,22
20022,B02,7,23
20022,B02,7,24
20022,B02,7,24
20022,B02,7,25
20022,B02,7,26
20022,B02,7,27
20022,B02,7,28
20022,B02,7,28
20022,B02,7,29
20022,B02,7,30
20022,B02,7,31
20022,B02,7,31
20022,B02,7,32
20022,B02,7,33
20022,B02,7,34
20022,B02,7,35
20022,B02,7,36
20022,B02,7,36
20022,B02,7,37
20022,B02,8,1
20022,B02,8,2
20022,B02,8,2
20022,B02,8,3
20022,B02,8,4
20022,B02,8,5
20022,B02,8,6
20022,B02,8,6
20022,B02,8,7
20022,B02,8,8
20022,B02,8,9
20022,B02,8,10
20022,B02,8,11
20022,B02,8,11
20022,B02,8,12
20022,B02,8,13
20022,B02,8,14
20022,B02,8,15
20022,B02,8,16
20022,B02,8,16
20022,B02,8,17
20022,B02,8,18
20022,B02,8,19
20022,B02,8,20
20022,B02,8,20
20022,B02,8,21
20022,B02,8,22
20022,B02,8,23
20022,B02,8,24
20022,B02,8,25
20022,B02,8,25
20022,B02,8,26
20022,B02,8,27
20022,B02,8,28
20022,B02,8,28
20022,B02,8,29
20022,B02,8,30
20022,B02,8,31
20022,B02,8,32
20022,B02,9,1
20022,B02,9,2
20022,B02,9,3
20022,B02,9,3
20022,B02,9,4
20022,B02,9,5
20022,B02,9,6
20022,B02,9,7
20022,B02,9,8
20022,B02,9,8
20022,B02,9,9
20022,B02,9,10
20022,B02,9,11
20022,B02,9,12
20022,B02,9,12
20022,B02,9,13
20022,B02,9,14
20022,B02,9,15
20022,B02,9,16
20022,B02,9,17
20022,B02,9,17
20022,B02,9,18
20022,B02,9,19
20022,B02,9,20
20022,B02,9,20
20022,B02,9,21
20022,B02,9,22
20022,B02,9,23
20022,B02,9,24
20022,B02,9,24
20022,B02,9,25
20022,B02,9,26
20022,B02,9,27
20022,B02,9,28
20022,B02,9,28
20022,B02,9,29
20022,B02,9,30
20022,B02,9,31
20022,B02,9,32
20022,B02,9,32
20022,B02,9,33
20022,B02,9,34
20022,B02,9,35
20022,B02,9,36
20022,B02,9,36
20022,B02,9,37
20022,B02,9,38
20022,B02,9,39
20022,B02,9,39
20022,B02,9,40
20022,B02,9,41
20022,B02,9,42
20022,B02,9,43
20022,B02,9,43
20022,B02,9,44
20022,B02,9,45
20022,B02,9,46
20022,B02,9,47
20022,B02,9,47
20022,B02,9,48
20022,B02,9,49
20022,B02,9,50
20022,B02,10,1
20022,B02,10,1
20022,B02,10,2
20022,B02,10,3
20022,B02,10,4
20022,B02,10,5
20022,B02,10,5
20022,B02,10,6
20022,B02,10,7
20022,B02,10,8
20022,B02,10,9
20022,B02,10,10
20022,B02,10,11
20022,B02,10,11
20022,B02,10,12
20022,B02,10,13
20022,B02,10,14
20022,B02,10,15
20022,B02,10,15
20022,B02,10,16
20022,B02,10,17
20022,B02,10,18
20022,B02,10,19
20022,B02,10,19
20022,B02,10,20
20022,B02,10,21
20022,B02,10,22
20022,B02,10,22
20022,B02,10,23
20022,B02,10,24
20022,B02,10,25
20022,B02,10,25
20022,B02,10,26
20022,B02,10,27
20022,B02,10,28
20022,B02,10,29
20022,B02,10,29
20022,B02,10,30
20022,B02,10,31
20022,B02,10,32
20022,B02,10,32
20022,B02,10,33
20022,B02,10,34
20022,B02,10,35
20022,B02,10,35
20022,B02,10,36
20022,B02,10,37
20022,B02,10,38
20022,B02,10,39
20022,B02,10,39
20022,B02,10,40
20022,B02,10,41
20022,B02,10,42
20022,B02,10,43
20022,B02,11,7
20022,B02,11,8
20022,B02,11,9
20022,B02,11,10
20022,B02,11,11
20022,B02,11,11
20022,B02,11,12
20022,B02,11,13
20022,B02,11,14
20022,B02,11,15
20022,B02,11,16
20022,B02,11,17
20022,B02,11,17
20022,B02,11,18
20022,B02,11,19
20022,B02,11,20
20022,B02,11,21
20022,B02,11,22
20022,B02,11,22
20022,B02,11,23
20022,B02,11,24
20022,B02,11,25
20022,B02,11,26
20022,B02,11,26
20022,B02,11,27
20022,B02,11,28
20022,B02,11,29
20022,B02,11,29
20022,B02,11,30
20022,B02,11,31
20022,B02,11,32
20022,B02,11,33
20022,B02,12,1
20022,B02,12,1
20022,B02,12,2
20022,B02,12,3
20022,B02,12,4
20022,B02,12,5
20022,B02,12,6
20022,B02,12,7
20022,B02,12,8
20022,B02,12,8
20022,B02,12,9
20022,B02,12,10
20022,B02,12,11
20022,B02,12,12
20022,B02,12,12
20022,B02,12,13
20022,B02,12,14
20022,B02,12,15
20022,B02,12,15
20022,B02,12,16
20022,B02,12,17
20022,B02,12,18
20022,B02,12,19
20022,B02,14,25
20022,B02,14,26
20022,B02,14,27
20022,B02,14,28
20022,B02,14,29
20022,B02,14,29
20022,B02,14,30
20022,B02,14,31
20022,B02,14,32
20022,B02,14,33
20022,B02,14,33
20022,B02,14,34
20022,B02,14,35
20022,B02,14,36
20022,B02,14,37
20022,B02,14,37
20022,B02,14,38
20022,B02,14,39
20022,B02,14,40
20022,B02,14,41
20022,B02,14,41
20022,B02,14,42
20022,B02,14,43
20022,B02,14,44
20022,B02,14,45
20022,B02,14,45
20022,B02,14,46
20022,B02,14,47
20022,B02,14,48
20022,B02,14,49
20022,B02,14,50
20022,B02,14,51
20022,B02,14,51
20022,B02,14,52
20022,B02,14,53
20022,B02,14,54
20022,B02,14,55
20022,B02,14,55
20022,B02,14,56
20022,B02,14,57
20022,B02,14,58
20022,B02,14,59
20022,B02,14,60
20022,B02,14,60
20022,B02,14,61
20022,B02,14,62
20022,B02,14,63
20022,B02,14,64
20022,B02,14,64
20022,B02,14,65
20022,B02,14,66
20022,B02,14,67
20022,B02,14,68
20022,B02,14,69
20022,B02,14,70
20022,B02,14,71
20022,B02,14,72
20022,B02,14,72
20022,B02,15,1
20022,B02,15,2
20022,B02,15,3
20022,B02,15,3
20022,B02,15,4
20022,B02,15,5
20022,B02,15,6
20022,B02,15,7
20022,B02,15,8
20022,B02,15,8
20022,B02,15,9
20022,B02,15,10
20022,B02,15,11
20022,B02,15,12
20022,B02,15,13
20022,B02,15,14
20022,B02,15,14
20022,B02,15,15
20022,B02,15,16
20022,B02,15,17
20022,B02,15,18
20022,B02,15,19
20022,B02,15,19
20022,B02,15,20
20022,B02,15,21
20022,B02,15,22
20022,B02,15,23
20022,B02,15,33
20022,B02,15,34
20022,B02,15,35
20022,B02,15,36
20022,B02,15,37
20022,B02,15,38
20022,B02,15,38
20022,B02,15,39
20022,B02,15,40
20022,B02,15,41
20022,B02,15,42
