manuscript_id,book,chapter_number,verse_number
30343,B03,1,1
30343,B03,1,2
30343,B03,1,2
30343,B03,1,3
30343,B03,1,4
30343,B03,1,5
30343,B03,1,6
30343,B03,1,7
30343,B03,1,8
30343,B03,1,9
30343,B03,1,9
30343,B03,1,10
30343,B03,1,11
30343,B03,1,12
30343,B03,1,13
30343,B03,1,14
30343,B03,1,15
30343,B03,1,16
30343,B03,1,17
30343,B03,1,17
30343,B03,1,18
30343,B03,1,19
30343,B03,1,20
30343,B03,1,21
30343,B03,1,22
30343,B03,1,23
30343,B03,1,24
30343,B03,1,24
30343,B03,1,25
30343,B03,1,26
30343,B03,1,27
30343,B03,1,28
30343,B03,1,29
30343,B03,1,30
30343,B03,1,31
30343,B03,1,32
30343,B03,1,32
30343,B03,1,33
30343,B03,1,34
30343,B03,1,35
30343,B03,1,36
30343,B03,1,37
30343,B03,1,38
30343,B03,1,39
30343,B03,1,40
30343,B03,1,40
30343,B03,1,41
30343,B03,1,42
30343,B03,1,43
30343,B03,1,44
30343,B03,1,45
30343,B03,1,46
30343,B03,1,47
30343,B03,1,48
30343,B03,1,49
30343,B03,1,49
30343,B03,1,50
30343,B03,1,51
30343,B03,1,52
30343,B03,1,53
30343,B03,1,54
30343,B03,1,55
30343,B03,1,56
30343,B03,1,57
30343,B03,1,58
30343,B03,1,59
30343,B03,1,59
30343,B03,1,60
30343,B03,1,61
30343,B03,1,62
30343,B03,1,63
30343,B03,1,64
30343,B03,1,65
30343,B03,1,66
30343,B03,1,67
30343,B03,1,68
30343,B03,1,68
30343,B03,1,69
30343,B03,1,70
30343,B03,1,71
30343,B03,1,72
30343,B03,1,73
30343,B03,1,74
30343,B03,1,75
30343,B03,1,76
30343,B03,1,77
30343,B03,1,78
30343,B03,1,79
30343,B03,1,79
30343,B03,1,80
30343,B03,2,1
30343,B03,2,2
30343,B03,2,3
30343,B03,2,4
30343,B03,2,5
30343,B03,2,6
30343,B03,2,7
30343,B03,2,7
30343,B03,2,8
30343,B03,2,9
30343,B03,2,10
30343,B03,2,11
30343,B03,2,12
30343,B03,2,13
30343,B03,2,14
30343,B03,2,15
30343,B03,2,15
30343,B03,2,16
30343,B03,2,17
30343,B03,2,18
30343,B03,2,19
30343,B03,2,20
30343,B03,2,21
30343,B03,2,22
30343,B03,2,22
30343,B03,2,23
30343,B03,2,24
30343,B03,2,25
30343,B03,2,26
30343,B03,2,27
30343,B03,2,28
30343,B03,2,29
30343,B03,2,29
30343,B03,2,30
30343,B03,2,31
30343,B03,2,32
30343,B03,2,33
30343,B03,2,34
30343,B03,2,35
30343,B03,2,36
30343,B03,2,37
30343,B03,2,37
30343,B03,2,38
30343,B03,2,39
30343,B03,2,40
30343,B03,2,41
30343,B03,2,42
30343,B03,2,43
30343,B03,2,44
30343,B03,2,44
30343,B03,2,45
30343,B03,2,46
30343,B03,2,47
30343,B03,2,48
30343,B03,2,49
30343,B03,2,50
30343,B03,2,51
30343,B03,2,52
30343,B03,2,52
30343,B03,3,1
30343,B03,3,2
30343,B03,3,3
30343,B03,3,4
30343,B03,3,5
30343,B03,3,5
